"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","SO","WHIP","playerid"
"Nathan Eovaldi","BOS","6","2","4.01","11","11","0","0","0","0","60.2","254","57","27","27","1","14","0","4","4","58","1.17","9132"
"Will Smith","ATL","1","4","4.05","22","0","0","0","9","0","20.0","85","16","9","9","1","8","0","1","2","27","1.20","8048"
"Jordan Yamamoto","NYM","1","1","4.05","2","1","0","0","0","0","6.2","33","10","6","3","0","2","0","2","0","3","1.80","17585"
"Ryan Borucki","TOR","3","1","4.05","13","0","0","0","0","0","13.1","51","7","7","6","1","5","0","0","1","14","0.90","16350"
"Vince Velasquez","PHI","2","1","4.08","11","7","0","0","0","0","39.2","170","30","18","18","9","25","1","0","0","48","1.39","11189"
"Daniel Bard","COL","3","3","4.09","21","0","0","0","6","3","22.0","101","24","13","10","2","10","0","1","2","32","1.55","7115"
"Zach Eflin","PHI","2","5","4.10","11","11","0","0","0","0","68.0","278","73","32","31","9","8","2","0","2","68","1.19","13774"
"Charlie Morton","ATL","4","2","4.11","11","11","0","0","0","0","57.0","243","51","33","26","7","21","1","5","0","67","1.26","4676"
"Shane McClanahan","TBR","2","1","4.11","7","7","0","0","0","0","30.2","125","29","14","14","4","9","0","0","3","38","1.24","21483"
"Cole Irvin","OAK","3","7","4.12","11","11","0","0","0","0","63.1","268","67","30","29","7","11","0","3","2","45","1.23","19244"
"German Marquez","COL","3","5","4.13","12","12","2","0","0","0","65.1","280","58","31","30","6","33","2","0","2","69","1.39","15038"
"Jose Urena","DET","2","4","4.14","10","10","0","0","0","0","54.1","234","56","27","25","3","22","0","1","1","35","1.44","11589"
"Zach Plesac","CLE","4","3","4.14","10","10","0","0","0","0","58.2","235","48","29","27","9","12","1","1","2","38","1.02","19979"
"Jarlin Garcia","SFG","0","1","4.15","14","0","0","0","1","1","17.1","71","11","9","8","3","9","1","1","1","22","1.15","18282"
"Kyle Wright","ATL","0","0","4.15","1","1","0","0","0","0","4.1","22","3","2","2","1","2","0","4","0","5","1.15","19665"
"Jose Cisnero","DET","0","2","4.15","25","0","0","0","0","1","21.2","96","22","15","10","3","8","0","0","1","31","1.38","6399"
"Brett Anderson","MIL","2","3","4.18","8","8","0","0","0","0","32.1","143","36","17","15","6","11","0","1","0","20","1.45","8223"
"Duane Underwood Jr.","PIT","1","2","4.18","20","0","0","0","0","0","32.1","139","33","18","15","3","11","0","1","1","30","1.36","14677"
"Taylor Clarke","ARI","1","0","4.18","25","0","0","0","0","1","28.0","118","29","14","13","3","7","1","0","1","22","1.29","17611"
"Phillips Valdez","BOS","2","0","4.19","17","0","0","0","0","0","19.1","82","14","10","9","0","8","1","3","4","18","1.14","15605"
"Devin Williams","MIL","1","0","4.19","21","0","0","0","0","3","19.1","86","15","9","9","3","12","0","1","0","29","1.40","15816"
"Bryan Abreu","HOU","2","3","4.21","21","0","0","0","1","3","25.2","108","21","15","12","3","13","0","2","3","23","1.32","16609"
"Adam Wainwright","STL","3","4","4.22","10","10","1","0","0","0","59.2","251","54","29","28","10","19","2","3","0","57","1.22","2233"
"Steven Matz","TOR","6","2","4.22","11","11","0","0","0","0","59.2","254","61","30","28","7","15","0","4","1","64","1.27","13361"
"Drew Rasmussen","MIL","0","1","4.24","15","0","0","0","1","0","17.0","77","13","11","8","2","12","2","0","2","25","1.47","25385"
"Chris Paddack","SDP","2","4","4.24","10","10","0","0","0","0","46.2","195","43","27","22","7","12","0","0","1","42","1.18","20099"
"Ryan Yarbrough","TBR","2","3","4.26","11","7","0","0","0","0","57.0","241","57","33","27","8","12","1","5","0","47","1.21","16502"
"Caleb Thielbar","MIN","0","0","4.29","20","0","0","0","0","0","21.0","93","24","10","10","3","7","1","1","3","31","1.48","10078"
"Raisel Iglesias","LAA","3","2","4.29","21","0","0","0","9","2","21.0","85","20","12","10","5","3","0","1","1","30","1.10","17130"
"Mike Foltynewicz","TEX","1","5","4.31","11","11","0","0","0","0","62.2","261","65","30","30","12","16","0","2","1","44","1.29","10811"
"Erick Fedde","WSN","3","4","4.35","8","8","0","0","0","0","39.1","167","31","20","19","5","18","4","1","0","36","1.25","17425"
"Tanner Houck","BOS","0","2","4.35","3","2","0","0","0","0","10.1","45","14","7","5","1","1","0","0","1","12","1.45","19879"
"A.J. Minter","ATL","1","2","4.35","24","0","0","0","0","4","20.2","90","15","14","10","1","10","0","1","0","23","1.21","18655"
"Jake McGee","SFG","1","1","4.37","24","0","0","0","12","2","22.2","94","19","14","11","5","5","0","1","0","29","1.06","7550"
"Tyler Alexander","DET","0","0","4.37","15","1","0","0","0","0","22.2","99","25","12","11","5","5","0","0","0","24","1.32","17735"
"Tyler Kinley","COL","1","0","4.37","22","0","0","0","0","1","22.2","95","15","11","11","2","12","0","1","1","23","1.19","18297"
"Jon Lester","WSN","0","2","4.37","7","7","0","0","0","0","35.0","148","38","17","17","5","12","2","0","0","25","1.43","4930"
"Bryse Wilson","ATL","2","2","4.38","5","5","0","0","0","0","24.2","104","29","13","12","6","7","1","0","0","15","1.46","19990"
"J.B. Wendelken","OAK","0","0","4.38","15","0","0","0","0","0","12.1","58","15","7","6","1","5","0","0","1","14","1.62","14506"
"Jake Arrieta","CHC","5","5","4.41","10","10","0","0","0","0","51.0","224","51","29","25","9","20","1","3","3","41","1.39","4153"
"Frankie Montas","OAK","5","5","4.45","11","11","0","0","0","0","58.2","262","66","33","29","11","17","0","1","5","63","1.41","14309"
"Antonio Senzatela","COL","2","5","4.47","11","11","0","0","0","0","58.1","257","66","34","29","6","16","0","6","2","34","1.41","15488"
"Juan Minaya","MIN","0","0","4.50","3","0","0","0","0","0","4.0","16","3","2","2","2","3","0","0","1","1","1.50","10341"
"Seth Lugo","NYM","0","0","4.50","1","0","0","0","0","0","2.0","8","3","1","1","0","0","0","0","0","2","1.50","12447"
"Hoby Milner","MIL","0","0","4.50","1","0","0","0","0","0","2.0","9","3","1","1","1","0","0","1","0","3","1.50","13346"
"Willians Astudillo","MIN","0","0","4.50","2","0","0","0","0","0","2.0","7","1","1","1","1","0","0","0","0","0","0.50","15608"
"Kyle Freeland","COL","0","0","4.50","2","2","0","0","0","0","8.0","38","9","4","4","0","7","0","1","0","6","2.00","16256"
"Alex McRae","CHW","0","0","4.50","2","0","0","0","0","0","2.0","10","3","1","1","0","1","0","0","0","1","2.00","16317"
"Luke Weaver","ARI","2","3","4.50","8","8","0","0","0","0","40.0","167","35","20","20","6","13","2","1","0","38","1.20","16918"
"Tucker Davidson","ATL","0","0","4.50","1","1","0","0","0","0","6.0","23","5","3","3","1","1","0","0","0","5","1.00","19871"
"Trevor Stephan","CLE","0","0","4.50","13","0","0","0","0","0","18.0","86","19","9","9","4","12","0","1","0","22","1.72","19932"
"Matt Peacock","ARI","2","1","4.50","11","3","0","0","0","0","28.0","113","27","16","14","5","3","1","0","0","21","1.07","20339"
"Corey Knebel","LAD","1","0","4.50","8","0","0","0","2","1","6.0","24","3","3","3","0","3","0","0","0","9","1.00","15010"
"Rafael Dolis","TOR","1","1","4.50","20","0","0","0","3","1","18.0","77","9","9","9","2","12","1","2","1","21","1.17","4185"
"Sam Selman","SFG","0","0","4.50","7","0","0","0","0","1","8.0","33","4","4","4","2","4","0","1","0","8","1.00","13397"
"Patrick Weigel","MIL","0","0","4.50","2","0","0","0","0","0","4.0","21","4","2","2","1","4","0","1","1","9","2.00","17792"
"Garrett Cleavinger","LAD","1","3","4.50","8","0","0","0","0","1","6.0","30","8","6","3","2","4","0","0","0","9","2.00","17897"
"Dallas Keuchel","CHW","4","1","4.53","11","11","0","0","0","0","59.2","251","61","34","30","8","18","0","2","1","30","1.32","9434"
"Austin Gomber","COL","3","5","4.55","11","11","0","0","0","0","57.1","241","46","35","29","9","23","2","0","1","60","1.20","16561"
"Taylor Hearn","TEX","2","1","4.55","17","0","0","0","0","1","27.2","125","28","15","14","5","17","0","0","2","33","1.63","18325"
"Stephen Strasburg","WSN","1","2","4.57","5","5","0","0","0","0","21.2","95","16","12","11","4","14","2","1","0","21","1.38","10131"
"Jose Alvarez","SFG","1","1","4.58","18","0","0","0","0","0","17.2","86","22","14","9","2","9","0","0","0","15","1.75","5358"
"Zach Pop","MIA","0","0","4.58","16","0","0","0","0","1","17.2","73","11","9","9","3","6","0","4","0","20","0.96","20185"
"Wandy Peralta","- - -","3","1","4.58","23","0","0","0","2","1","17.2","74","16","9","9","3","8","0","0","2","16","1.36","14295"
"Josh Taylor","BOS","0","0","4.58","22","0","0","0","0","0","17.2","81","22","9","9","1","8","0","1","2","19","1.70","17359"
"Tarik Skubal","DET","2","7","4.59","11","9","0","0","0","0","49.0","218","48","26","25","13","23","0","2","2","57","1.45","22267"
"Jeff Hoffman","CIN","3","4","4.61","10","10","0","0","0","0","41.0","188","38","25","21","4","27","1","2","4","39","1.59","17432"
"Adam Plutko","BAL","1","2","4.61","21","1","0","0","0","2","27.1","117","26","15","14","6","12","0","2","2","20","1.39","15846"
"Kyle Hendricks","CHC","6","4","4.62","11","11","1","0","0","0","62.1","274","76","36","32","16","11","1","3","1","51","1.40","12049"
"Michael Wacha","TBR","1","1","4.63","9","5","0","0","0","0","35.0","141","33","19","18","6","8","0","0","1","29","1.17","14078"
"Tyler Anderson","PIT","3","5","4.63","10","10","0","0","0","0","56.1","236","51","31","29","10","17","0","0","0","55","1.21","12880"
"Zach Davies","CHC","2","2","4.65","11","11","0","0","0","0","50.1","231","54","27","26","4","27","0","4","0","29","1.61","13183"
"Mike Minor","KCR","4","2","4.65","11","11","0","0","0","0","60.0","252","51","32","31","8","22","0","2","3","68","1.22","10021"
"Tyler Duffey","MIN","0","2","4.66","21","0","0","0","1","1","19.1","83","17","11","10","2","12","0","0","4","21","1.50","13758"
"Dane Dunning","TEX","2","4","4.67","11","11","0","0","0","0","52.0","225","57","28","27","4","17","0","0","7","55","1.42","19409"
"Chris Flexen","SEA","5","3","4.70","10","10","0","0","0","0","53.2","228","65","29","28","6","11","0","1","1","33","1.42","13896"
"Will Vest","SEA","1","0","4.70","21","0","0","0","0","0","23.0","103","23","13","12","1","12","0","3","2","16","1.52","19769"
"Chi Chi Gonzalez","COL","2","3","4.70","10","7","0","0","0","0","44.0","184","46","23","23","6","13","0","1","1","24","1.34","14663"
"Andrew Heaney","LAA","3","3","4.76","10","10","0","0","0","0","51.0","213","46","28","27","9","17","0","1","2","62","1.24","15423"
"Nick Wittgren","CLE","2","1","4.76","18","0","0","0","1","0","17.0","66","12","9","9","3","4","0","0","0","20","0.94","15594"
"Connor Brogdon","PHI","4","1","4.79","21","0","0","0","0","2","20.2","89","20","14","11","3","8","1","1","0","18","1.35","21205"
"Keegan Akin","BAL","0","0","4.80","5","1","0","0","0","0","15.0","64","17","8","8","2","3","0","0","0","14","1.33","19362"
"Rafael Montero","SEA","3","2","4.81","24","0","0","0","7","5","24.1","108","25","16","13","2","7","1","4","2","21","1.32","12760"
"Tyler Wells","BAL","1","0","4.81","14","0","0","0","0","0","24.1","100","20","13","13","6","8","0","1","1","29","1.15","20000"
"Robert Stephenson","COL","0","1","4.82","21","0","0","0","0","0","18.2","88","23","13","10","3","6","0","1","2","21","1.55","13594"
"Alex Claudio","LAA","0","1","4.82","23","0","0","0","0","0","18.2","84","21","11","10","3","6","0","0","0","20","1.45","12890"
"Eric Lauer","MIL","1","2","4.88","6","4","0","0","0","0","24.0","104","28","17","13","8","5","0","0","0","27","1.38","19316"
"Heath Hembree","CIN","0","1","4.91","14","0","0","0","1","0","14.2","56","8","9","8","4","4","0","1","0","20","0.82","11632"
"Mike Mayers","LAA","1","3","4.91","26","0","0","0","2","2","25.2","117","28","14","14","6","12","0","1","0","36","1.56","15451"
"Justus Sheffield","SEA","4","4","4.96","9","9","0","0","0","0","49.0","220","57","33","27","5","20","1","4","1","35","1.57","17285"
"Bruce Zimmermann","BAL","3","3","4.96","10","9","0","0","0","0","49.0","218","60","28","27","11","15","0","2","0","43","1.53","20370"
"Marco Gonzales","SEA","1","3","5.01","6","6","0","0","0","0","32.1","136","29","18","18","7","12","1","1","0","29","1.27","15467"
"Merrill Kelly","ARI","2","6","5.04","11","11","0","0","0","0","64.1","275","69","38","36","9","18","2","1","1","58","1.35","11156"
"Nick Ramirez","SDP","0","1","5.06","7","0","0","0","0","0","10.2","47","12","7","6","2","4","2","0","0","7","1.50","12575"
"Keone Kela","SDP","2","2","5.06","12","0","0","0","0","2","10.2","48","11","8","6","3","3","0","0","2","13","1.31","14696"
"Jesus Luzardo","OAK","2","3","5.06","8","6","0","0","0","0","32.0","142","35","21","18","5","13","0","0","2","37","1.50","19959"
"Brady Singer","KCR","3","4","5.06","11","11","0","0","0","0","53.1","240","55","35","30","4","20","0","6","0","55","1.41","25377"
"Jakob Junis","KCR","1","3","5.08","14","5","0","0","0","1","33.2","145","37","20","19","5","11","0","0","2","35","1.43","13619"
"Codi Heuer","CHW","4","1","5.09","21","0","0","0","0","0","23.0","98","32","13","13","3","2","0","1","0","25","1.48","23293"
"Trevor Richards","- - -","0","0","5.09","10","0","0","0","1","2","17.2","71","16","10","10","4","3","0","0","3","21","1.08","19309"
"Jameson Taillon","NYY","1","4","5.10","10","10","0","0","0","0","47.2","203","45","27","27","10","15","0","2","2","55","1.26","11674"
"Ross Stripling","TOR","1","3","5.11","8","7","0","0","0","0","37.0","160","40","21","21","8","11","0","1","0","39","1.38","13273"
"Matt Andriese","BOS","2","2","5.11","18","0","0","0","1","2","24.2","117","35","16","14","4","8","0","2","0","23","1.74","12022"
"Ty Tice","TOR","0","0","5.14","4","0","0","0","0","0","7.0","34","9","4","4","1","4","0","1","0","6","1.86","20177"
"Seth Elledge","STL","0","0","5.14","6","0","0","0","0","0","7.0","32","9","4","4","0","4","0","1","1","6","1.86","19766"
"Dillon Tate","BAL","0","3","5.17","14","0","0","0","0","0","15.2","65","14","10","9","2","5","0","2","1","7","1.21","17796"
"Daniel Castano","MIA","0","2","5.19","4","4","0","0","0","0","17.1","78","20","10","10","3","7","0","1","0","10","1.56","19805"
"Hyeon-jong Yang","TEX","0","3","5.20","7","4","0","0","0","0","27.2","118","26","18","16","5","13","0","0","1","19","1.41","27513"
"Sal Romano","CIN","0","0","5.23","14","0","0","0","0","0","20.2","91","20","14","12","4","9","2","0","0","12","1.40","13690"
"Anthony Misiewicz","SEA","2","3","5.23","25","0","0","0","0","2","20.2","90","24","12","12","3","7","2","1","4","21","1.50","18152"
"J.A. Happ","MIN","3","2","5.24","9","9","0","0","0","0","46.1","195","43","27","27","5","16","0","1","1","35","1.27","7410"
"Ryan Hendrix","CIN","2","0","5.27","15","0","0","0","0","0","13.2","60","13","9","8","2","8","1","0","0","16","1.54","19535"
"Kenta Maeda","MIN","2","2","5.27","9","9","0","0","0","0","42.2","190","52","30","25","9","11","0","3","2","39","1.48","18498"
"Jorge Lopez","BAL","1","6","5.29","11","11","0","0","0","0","51.0","225","51","31","30","9","22","1","4","3","52","1.43","14527"
"Bryan Garcia","DET","1","1","5.30","19","0","0","0","2","1","18.2","90","17","15","11","2","14","0","2","6","18","1.66","19457"
"Alex Colome","MIN","2","4","5.31","22","0","0","0","2","3","20.1","95","21","20","12","5","11","0","3","0","21","1.57","6661"
"Cesar Valdez","BAL","2","1","5.31","21","0","0","0","8","4","20.1","95","28","13","12","1","5","0","1","1","24","1.62","9013"
"Max Fried","ATL","2","3","5.35","8","8","0","0","0","0","38.2","177","44","24","23","4","16","0","4","3","41","1.55","13743"
"Riley Smith","ARI","1","3","5.36","13","5","0","0","1","0","42.0","186","54","26","25","5","12","1","0","0","21","1.57","19826"
"Trevor Williams","CHC","3","2","5.36","10","10","0","0","0","0","43.2","197","50","26","26","8","20","0","2","0","49","1.60","16977"
"Scott Kazmir","SFG","0","1","5.40","2","1","0","0","0","0","5.0","20","5","3","3","2","1","0","0","0","4","1.20","4897"
"Joe Ross","WSN","2","5","5.40","10","10","0","0","0","0","48.1","213","46","31","29","10","22","3","4","0","47","1.41","12972"
"Johan Oviedo","STL","0","2","5.40","5","4","0","0","0","0","20.0","92","17","13","12","3","15","0","2","1","16","1.60","22487"
"Griffin Canning","LAA","4","3","5.40","9","8","0","0","0","0","40.0","174","39","25","24","10","18","0","0","2","45","1.43","19867"
"Noe Ramirez","LAA","0","0","5.40","2","0","0","0","0","0","3.1","15","5","2","2","1","1","0","0","0","0","1.80","12800"
"Ryan Castellani","COL","0","0","5.40","1","1","0","0","0","0","3.1","17","5","2","2","1","4","0","1","0","2","2.70","16377"
"Jordan Hicks","STL","0","0","5.40","10","0","0","0","0","0","10.0","44","5","6","6","0","10","0","0","3","10","1.50","19618"
"Stefan Crichton","ARI","0","4","5.40","21","0","0","0","4","0","16.2","76","21","13","10","2","7","2","0","1","13","1.68","16058"
"Sean Newcomb","ATL","1","0","5.40","15","0","0","0","1","1","13.1","61","12","8","8","1","8","0","2","4","21","1.50","16943"
"Evan Marshall","CHW","0","2","5.49","19","0","0","0","0","2","19.2","81","19","12","12","3","7","1","0","0","15","1.32","12297"
"Junior Guerra","LAA","2","1","5.54","15","1","0","0","0","1","26.0","116","20","17","16","3","16","1","0","6","23","1.38","5702"
"Blake Snell","SDP","1","2","5.55","11","11","0","0","0","0","47.0","218","44","30","29","8","31","1","1","4","70","1.60","13543"
"Spencer Howard","PHI","0","1","5.56","5","2","0","0","0","0","11.1","53","9","7","7","0","9","0","1","1","17","1.59","23252"
"Ben Rowen","LAA","0","0","5.56","8","0","0","0","0","0","11.1","49","12","8","7","3","2","0","2","0","8","1.24","10983"
"Nick Neidert","MIA","0","1","5.63","4","4","0","0","0","0","16.0","76","17","10","10","3","13","0","2","1","11","1.88","18699"
"Jacob Webb","ATL","1","2","5.63","16","0","0","0","0","0","16.0","79","24","15","10","3","6","1","1","2","17","1.88","19274"
"Eduardo Rodriguez","BOS","5","4","5.64","10","10","0","0","0","0","52.2","227","63","33","33","8","13","0","1","0","58","1.44","13164"
"David Hale","PHI","0","2","5.64","13","1","0","0","0","0","22.1","95","22","15","14","4","8","1","1","2","18","1.34","9756"
"Brad Keller","KCR","5","4","5.68","11","11","0","0","0","0","50.2","240","63","37","32","7","25","1","3","3","46","1.74","15734"
"Josh Tomlin","ATL","2","0","5.68","18","0","0","0","0","0","25.1","112","35","16","16","4","5","0","1","0","19","1.58","9388"
"Daniel Norris","DET","0","1","5.68","19","0","0","0","0","2","19.0","79","19","12","12","3","8","0","1","2","20","1.42","13475"
"Lucas Sims","CIN","3","1","5.68","19","0","0","0","3","1","19.0","81","9","14","12","2","12","2","4","2","29","1.11","13470"
"Kevin Ginkel","ARI","0","1","5.73","26","0","0","0","0","1","22.0","100","23","18","14","5","10","0","2","2","26","1.50","19876"
"Madison Bumgarner","ARI","4","5","5.73","12","12","1","1","0","0","59.2","258","57","41","38","10","18","1","6","2","62","1.26","5524"
"Jordan Lyles","TEX","2","4","5.75","12","12","0","0","0","0","61.0","270","72","39","39","11","21","0","1","4","54","1.52","7593"
"Michael Feliz","- - -","0","0","5.79","14","0","0","0","0","0","14.0","62","17","10","9","1","4","0","0","2","16","1.50","11903"
"Carlos Martinez","STL","3","5","5.83","10","10","0","0","0","0","54.0","233","47","36","35","3","20","1","8","2","31","1.24","11682"
"Archie Bradley","PHI","1","1","5.87","10","0","0","0","0","0","7.2","38","9","7","5","1","6","1","0","1","6","1.96","12918"
"David Peterson","NYM","1","4","5.89","10","10","0","0","0","0","44.1","191","42","32","29","9","20","0","3","1","49","1.40","20302"
"Matt Shoemaker","MIN","2","6","5.90","10","10","0","0","0","0","50.1","224","53","34","33","10","19","0","2","1","33","1.43","4776"
"Alex Vesia","LAD","0","1","5.91","10","0","0","0","0","1","10.2","48","4","9","7","3","11","1","1","0","16","1.41","25007"
"Logan Gilbert","SEA","0","2","5.94","4","4","0","0","0","0","16.2","73","18","11","11","2","3","0","2","2","16","1.26","22250"
"Alec Mills","CHC","2","0","5.96","12","1","0","0","1","0","22.2","102","25","17","15","4","8","1","4","1","13","1.46","13834"
"Drew Smyly","ATL","2","3","5.98","9","9","0","0","0","0","46.2","204","48","36","31","14","16","1","1","1","43","1.37","11760"
"Jacob Barnes","NYM","1","1","6.00","15","0","0","0","2","0","15.0","62","13","10","10","4","5","0","0","0","14","1.20","12323"
"Dennis Santana","LAD","0","0","6.00","16","0","0","0","0","0","15.0","74","18","11","10","0","11","1","3","2","8","1.93","17878"
"Edgar Santana","ATL","0","0","6.00","11","0","0","0","0","0","9.0","40","9","8","6","3","4","0","0","0","6","1.44","17355"
"Justin Wilson","NYY","1","1","6.08","15","0","0","0","0","1","13.1","61","13","11","9","4","6","0","1","1","12","1.43","4301"
